iter,time,reward,steps,convergence,,,
667,0.2638,93,9,3.362709892,4.617981094,3.984079027,2.567160185
668,0.1461,90,12,2.955419305,4.187708104,3.535028678,3.27456323
669,0.2003,93,9,2.941477921,4.716445507,3.535751195,3.223875997
670,0.1301,87,15,2.835895927,4.198164093,4.18479845,3.114790363
671,0.2213,87,15,2.879698846,3.896258648,4.308496543,3.493561488
672,0.2556,91,11,2.930586885,3.469671984,3.896163283,3.441990429
673,0.1719,90,12,2.935677508,3.409957284,3.878118162,2.997137418
674,0.2342,90,12,2.289521508,3.40873121,3.603840834,3.15857785
675,0.1911,89,13,2.684161835,2.94285141,3.37294997,2.851577954
676,0.1597,88,14,2.440025134,2.902143951,3.362171192,2.879781969
677,0.1792,91,11,2.187478955,2.308141548,3.378763294,2.940125691
678,0.1541,89,13,2.61104794,2.217096198,3.711104696,2.938577172
679,0.2012,93,9,2.605230966,1.61137517,3.742743103,2.874537016
680,0.1599,91,11,2.564653184,1.954885196,3.022690581,3.274976486
681,0.3073,84,18,2.519000826,1.913083976,3.320116331,3.561968538
682,0.1427,89,13,2.46661474,1.876846966,3.263680347,4.251505093
683,0.1564,90,12,2.372181388,2.249073716,3.23923385,4.254075754
684,0.2557,91,11,2.505805335,2.795394507,3.018609502,4.12676117
685,0.1129,93,9,1.999489856,2.774306336,2.705301155,4.048202907
686,0.1619,92,10,1.790584188,3.219044756,2.656838733,4.047164172
687,0.1503,87,15,1.589114976,3.263863444,3.085300233,3.846907051
688,0.1734,89,13,1.811773232,3.307013629,2.601439177,3.756430342
689,0.1354,91,11,1.723499843,3.349629798,2.621773552,3.823926363
690,0.2303,90,12,2.113962924,3.262339795,2.660654399,3.953717986
691,0.1873,90,12,2.455618245,3.384954783,2.22232436,3.256777491
692,0.1693,93,9,2.931502022,3.419216469,2.152673212,2.702420253
693,0.2003,93,9,3.124727263,3.053809906,2.542544969,3.035974712
694,0.137,92,10,3.272360142,2.849995287,2.376407005,3.328644233
695,0.1061,93,9,3.442835871,2.87832772,2.876511805,3.837561747
696,0.1263,90,12,3.556601674,2.43195065,2.733159873,3.821313811
697,0.1066,90,12,3.700556439,2.503658266,2.273856071,3.980581372
698,0.1059,88,14,3.464835737,3.142667958,2.235392282,3.506352977
699,0.1209,92,10,3.540573194,3.15712395,2.079242304,3.5926664
700,0.1308,91,11,3.308320262,3.480746182,2.027568433,3.183729915
701,0.1467,85,17,2.969331939,3.349184711,2.472115882,3.69552148
702,0.1723,92,10,2.533589745,3.39136036,2.474112267,3.681447468
703,0.1346,91,11,3.01446293,3.39118908,2.7031336,3.341142387
704,0.1324,91,11,2.723637159,2.912494965,2.769377825,2.982488194
705,0.3021,89,13,2.613084393,2.842655842,2.250831171,2.876774474
706,0.2342,84,18,2.953063191,2.812667207,2.316373215,3.388200758
707,0.2178,86,16,2.963150989,2.852152468,2.469977993,3.241053387
708,0.2588,91,11,2.621472526,2.823986468,2.951510384,3.165055236
709,0.195,90,12,2.630765666,2.893551123,3.57370212,3.383991163
710,0.2127,93,9,2.919127089,2.242726271,3.713638672,3.428497028
711,0.1581,92,10,2.933915344,2.283974798,3.331769413,3.378511543
712,0.115,93,9,2.907912516,2.231201513,3.382757057,3.334357445
713,0.1054,93,9,2.236114322,2.183278345,2.780675752,3.26247295
714,0.1244,81,21,2.146699073,2.354242905,2.742167579,3.334525024
715,0.1759,89,13,2.541621159,2.494005161,2.813420278,2.907809221
716,0.188,89,13,2.516921617,2.665386998,2.780021319,2.574088959
717,0.1161,92,10,2.412610903,2.585833268,2.663183593,2.554946144
718,0.106,92,10,2.478178007,1.874422713,2.196051903,2.481283127
719,0.1858,91,11,2.562255646,1.810291487,1.534925953,2.846649925
720,0.146,92,10,2.226697421,2.509549336,1.495664582,2.897816003
721,6.6703,91,11,2.260170092,2.501761906,1.602377984,2.411638783
722,0.1313,91,11,2.283594439,2.564918263,2.067149282,2.464882104
723,0.1576,92,10,2.30256816,2.672417862,2.178596444,2.851401889
724,0.2091,87,15,2.367355009,2.644726893,2.115691297,2.767683554
725,0.1227,82,20,2.397978511,3.104488626,2.73190857,2.854314949
726,0.3332,93,9,2.009457249,3.128242715,2.850149483,3.389227932
727,0.211,81,21,2.655993467,3.118807175,2.956566305,3.538298466
728,0.1931,93,9,2.79433083,3.15173024,3.086178722,3.571540334
729,0.2894,91,11,3.126598528,3.126079273,3.25772632,3.354231224
730,0.179,91,11,3.245999265,3.070114169,3.583292105,3.810799759
731,0.2223,91,11,3.489805125,3.191578103,3.367608228,3.74997426
732,0.1599,89,13,3.464009758,3.075306735,2.906467608,3.719397551
733,0.2069,91,11,3.646105865,3.077194682,2.766475864,3.397586586
734,0.1005,91,11,3.597224637,3.363824314,3.37363518,3.369716034
735,0.1612,82,20,3.303098687,2.824175909,2.628246252,3.387756518
736,0.1554,92,10,3.476461974,2.761646341,2.491277238,2.777787222
737,0.1254,93,9,2.94962976,2.776417098,2.899861009,2.71350091
738,0.1602,91,11,2.754747153,2.793732127,2.771523043,2.756564843
739,0.125,91,11,2.33332637,2.758727368,2.602837904,2.892363025
740,0.261,83,19,2.159417337,2.529028213,2.313316675,2.274102715
741,0.1472,92,10,1.870704267,2.418494235,2.527408227,2.91041286
742,0.186,93,9,1.980425747,2.94409276,2.446855678,3.524710716
743,0.1357,92,10,1.816544429,2.824293925,2.399606239,4.023174171
744,0.1925,91,11,1.830761499,2.431544495,1.775234687,4.580671202
745,0.1456,91,11,1.738764353,2.489437403,1.72238416,4.505282935
746,0.12,90,12,1.548051563,2.547328569,1.743008507,4.504761796
747,0.1359,92,10,1.399144145,2.623372981,1.949804262,4.978565415
748,0.1824,93,9,1.287753888,2.747661303,2.111412706,5.106835471
749,0.1562,92,10,1.195740413,2.701944536,2.263414334,4.552030202
750,0.1357,92,10,1.150380639,2.203263583,2.178674826,4.707881539
751,0.1599,84,18,1.114515853,2.085940989,2.539545459,4.206902186
752,0.1253,89,13,1.203350095,1.437830309,2.619006025,3.500542564
753,0.1701,89,13,1.653743619,1.616027381,2.755272527,3.013570306
754,0.2053,90,12,1.808383061,2.048691464,3.496051968,2.959030791
755,0.2065,90,12,1.841985978,2.079585843,3.628408505,3.382641736
756,0.1317,86,16,1.828863823,1.919843954,3.694230558,3.409558059
757,0.1512,87,15,1.834886151,1.775567901,3.037435119,2.850416056
758,0.1629,87,15,1.840884919,1.60234742,3.3404243,2.842695739
759,0.2442,91,11,2.065876832,2.23520182,3.324477936,3.211022011
760,0.1655,89,13,2.550281703,2.837981072,3.323529605,3.463272035
761,0.146,93,9,3.302918227,3.232461527,3.222837655,3.381980704
762,0.1694,87,15,3.071749576,3.337848778,3.157370637,3.933830467
763,0.1771,90,12,3.306287365,3.231521686,3.040223778,3.87423248
764,0.1762,92,10,3.339012746,3.201297998,2.333655475,3.394065217
765,0.1783,92,10,3.362864508,3.180658626,2.94165866,2.921265449
766,0.1389,92,10,3.477781964,3.355038792,2.900477726,3.209433587
767,0.1613,89,13,3.620333736,3.368731314,2.939002924,3.628277042
768,0.1542,90,12,3.89653096,3.373486784,2.573391545,4.142433311
769,0.1502,87,15,4.170557784,2.974623073,2.502397301,3.790597601
770,0.105,87,15,3.769601433,2.537254017,2.537555774,3.379736559
771,0.1823,87,15,3.698908473,2.234534779,2.188606211,3.41700358
772,0.111,91,11,3.849971677,2.248355817,2.314289342,3.469545451
773,0.1334,83,19,3.195545817,2.154367295,2.352395186,3.483895724
774,0.2718,90,12,3.091782157,1.724806328,2.389678204,3.575353885
775,0.1474,91,11,3.40027512,2.117647409,1.689031419,3.66955011
776,0.1059,93,9,3.382260281,1.922326382,1.635502335,3.272010253
777,0.1856,91,11,3.677745486,2.076493955,1.682215651,3.431068836
778,0.1985,93,9,3.573401299,2.770127529,1.65328159,3.265664935
779,0.1823,87,15,3.159483618,2.62183209,1.665917493,3.201619826
780,0.1262,91,11,3.088419019,2.590206733,1.627030492,3.137275185
781,0.1763,91,11,2.49439886,2.62124042,1.941459793,3.061552954
782,0.1305,93,9,2.773333561,2.614728635,1.880991142,2.46238052
783,0.1551,91,11,2.694345816,3.037143464,1.869805024,2.346910217
784,0.1594,89,13,2.57406986,3.441854741,1.854326985,2.258554908
785,0.1621,93,9,2.323845153,3.108750954,2.544141252,2.368150565
786,0.1768,92,10,2.230628605,3.175437898,2.717397381,2.871837655
787,0.1596,93,9,1.800215858,3.087853518,2.612847057,2.292755602
788,0.1364,91,11,1.807398813,2.425345306,2.591200638,1.909877579
789,0.137,87,15,1.762166943,2.452847705,2.71040767,1.845208879
790,0.1617,92,10,1.898136968,2.510812037,2.737459523,2.012418711
791,0.1107,93,9,1.879067389,2.516371809,3.064901226,2.514175077
792,0.2199,92,10,1.60460255,3.190950437,3.613455529,2.943803393
793,0.1957,92,10,1.722877121,3.152540897,4.254981775,3.136082099
794,0.1462,87,15,1.790584694,3.177663155,4.348773796,3.756249018
795,0.1538,91,11,1.664106534,3.410620613,3.836239494,4.030110986
796,0.1912,87,15,1.768455018,3.516576283,4.152748792,3.956706001
797,0.1039,91,11,1.798732875,3.544911546,4.203277286,4.11647583
798,0.1802,84,18,2.096382908,3.578575771,4.500066682,4.04773447
799,0.1702,87,15,2.271552605,3.552960273,4.532262323,4.2309121
800,0.1799,91,11,2.147331727,4.069484641,4.641472877,4.130066794
801,0.1997,84,18,2.796633183,4.004324316,3.935455477,3.652956105
802,0.1813,92,10,2.81532717,3.434807021,3.438463431,3.19359397
803,0.2766,93,9,3.132338314,3.657868922,2.912646183,3.121860162
804,0.16,86,16,3.108749151,3.280483065,3.240853451,2.521545226
805,0.1532,91,11,3.545191647,2.9967894,3.109658933,2.486718053
806,0.3385,88,14,3.885145344,2.868288862,2.692665556,2.021297178
807,0.1461,91,11,3.930006785,3.148034588,2.707427181,2.286549812
808,0.1907,93,9,3.626208935,3.190230639,2.46124438,2.277007548
809,0.178,88,14,4.145269914,3.20915477,2.311764692,2.189234032
810,0.1937,89,13,4.172015889,2.730363218,2.197725377,2.181867113
811,0.2052,87,15,3.494692733,2.79086473,2.240354256,2.281926194
812,0.1926,86,16,3.778134444,3.254560796,2.106378724,2.379190626
813,0.1103,90,12,3.810601542,2.784611193,1.908717137,2.945772833
814,0.1391,88,14,3.822233133,3.333843314,2.19610012,3.50657975
815,0.1255,92,10,3.406310077,3.29137232,2.341605538,3.700540188
816,0.1609,89,13,3.44687931,3.727506965,2.270743658,3.873297028
817,0.1564,92,10,3.459166215,3.91348443,2.126773493,3.833097089
818,0.1468,89,13,3.385907169,3.81532478,2.513943951,4.142211259
819,0.1804,89,13,2.810262688,3.831277953,2.627099698,4.728018324
820,0.1408,87,15,3.328853552,3.714582795,2.630479444,4.751484417
821,0.1396,91,11,3.427461279,4.364413565,3.220454828,4.762286131
822,0.2603,92,10,3.079410293,4.108605561,3.328248002,5.271147634
823,0.121,89,13,3.220141228,4.130378484,3.353570218,4.697182708
824,0.1202,93,9,3.312853763,3.654489024,3.367329636,4.529907129
825,0.1705,89,13,3.318511941,3.684558288,3.386781161,4.596871343
826,0.1105,89,13,3.493936439,3.340375953,3.928443422,4.838800787
827,0.1333,89,13,3.506514942,3.420828989,4.101344842,4.579271468
828,0.2059,85,17,3.48371982,3.976860513,4.015717327,4.369695099
829,0.1729,92,10,3.798241626,3.952168424,4.570048718,3.783554225
830,0.1555,87,15,3.281875678,4.563851299,4.544967765,3.759817748
831,0.1401,91,11,3.581927221,3.966713054,4.046924929,4.23215049
832,0.1187,91,11,3.53580613,3.721775451,4.029067566,3.819872761
833,0.2335,90,12,3.068244755,3.659647897,4.168090972,4.29610122
834,0.1205,90,12,2.967255786,3.628158103,3.497618027,4.045954584
835,0.2386,86,16,2.883653481,3.628614024,3.386219453,3.400234541
836,0.2735,93,9,2.283878966,3.583296185,2.933411685,3.4314635
837,0.1533,89,13,2.393903536,3.580403118,3.390125911,3.35204571
838,0.1046,92,10,2.412147892,3.099803723,3.628156883,3.348977799
839,0.331,89,13,1.983115133,3.080219081,2.967192522,3.636492969
840,0.2535,93,9,1.939363418,2.415697846,2.974271825,3.765288504
841,0.1311,91,11,1.666523602,2.377679469,2.83154307,3.328379215
842,0.1824,89,13,1.633443264,2.231868732,2.759746051,3.266186835
843,0.1995,93,9,1.68698203,2.091378319,2.774989411,2.748766716
844,0.1366,93,9,1.751059722,2.734349649,2.847053342,3.00422314
845,0.1404,90,12,2.499834485,2.65615969,2.851060702,3.560296704
846,0.1311,88,14,2.443228648,2.683694874,3.23687968,3.261799168
847,0.2108,88,14,2.814144032,2.148293125,2.729819983,3.307581046
848,0.1463,81,21,2.745054555,2.159383263,2.257434187,3.285977628
849,0.126,89,13,2.827837368,2.742235561,2.230677464,3.470929757
850,0.2192,88,14,2.942544229,2.761465285,2.194657417,3.422553405
851,0.1553,91,11,3.0253394,2.855191486,2.256433155,3.447697273
852,0.1418,92,10,3.224709621,3.006074542,2.243335519,3.320964355
853,0.1156,88,14,3.056272927,3.132678147,2.665804907,3.32349356
854,0.23,88,14,3.682717335,2.47664694,3.206206587,3.12006616
855,0.1412,88,14,2.965341008,2.636680968,3.088461796,3.144605595
856,0.12,93,9,3.16265214,2.677317888,3.375692302,3.559793548
857,0.1272,91,11,2.593012199,2.658344367,3.417675988,4.159862458
858,0.1925,89,13,2.577382401,2.653470315,3.377154908,4.055584912
859,0.1608,90,12,2.658448152,2.12497381,3.418628491,4.018433788
860,0.1606,92,10,2.670454363,2.196430542,3.990540321,4.074693655
861,0.2073,86,16,2.492356986,2.045818,3.940685241,3.996867763
862,0.1156,91,11,2.317034906,2.106252689,3.976132621,4.14338599
863,0.1361,85,17,2.460094367,2.046172393,4.109334952,4.081359228
864,0.175,88,14,1.751296081,2.648806964,3.472650321,4.053657292
865,0.1935,86,16,1.69457139,2.916565434,3.572230152,3.394851742
866,0.149,93,9,1.482218156,2.861572359,3.413310812,2.811212111
867,0.1913,86,16,1.916556151,2.862613892,3.45911847,2.700523125
868,0.2625,93,9,2.017097204,2.886022795,3.500345363,3.222836225
869,0.1961,91,11,1.905779692,2.87436567,3.464152657,2.894312368
870,0.179,91,11,2.205438805,2.864075755,3.041034088,2.867656978
871,0.1251,92,10,2.196857197,2.97541405,3.011717997,3.353385165
872,0.2033,93,9,2.189906094,2.831227664,2.985333515,3.491179355
873,0.1562,93,9,2.730789398,3.479569026,2.261497099,3.678316305
874,0.1089,90,12,2.826552297,2.855121338,2.183249951,3.642908885
875,0.2263,92,10,2.9504588,2.842637696,2.468914536,3.643204651
876,0.141,87,15,3.06916558,2.803927803,2.374435491,3.79842092
877,0.17,93,9,2.743945789,2.790664901,2.740509716,3.296899748
878,0.1826,92,10,2.722440241,2.712510012,2.791803988,2.690558613
879,0.1254,85,17,2.808357826,3.184873434,3.016740204,2.484674283
880,0.1656,93,9,2.780373653,3.151769312,3.087081324,2.277645685
881,0.2063,93,9,2.719385549,3.580261919,3.801455151,2.18866816
882,0.147,87,15,2.669985184,3.850357208,3.997490433,2.466368953
883,0.1607,92,10,2.652456021,3.402002595,4.209967187,2.270773246
884,0.1832,90,12,2.791625459,3.520117976,4.993505055,2.672021141
885,0.1334,91,11,2.888035746,3.189431771,5.143843918,2.740839006
886,0.3011,89,13,3.168705667,3.136836482,5.163847526,2.737490557
887,0.1387,88,14,3.291914901,3.380650077,4.806084181,2.762295627
888,0.16,91,11,3.557592127,3.557766836,4.735901614,3.242889376
889,0.1904,93,9,3.630201968,3.016549821,4.584460749,3.774823271
890,0.1943,89,13,3.372466134,3.018907855,5.025843535,4.013216267
891,0.1915,92,10,3.478156945,2.877776761,4.386364209,3.681909061
892,0.1765,88,14,3.577331322,2.615979201,4.268366232,3.267070256
893,0.2458,92,10,2.950476475,2.556788125,4.135173061,3.371512849
894,0.1579,90,12,3.146923098,3.05717096,3.797631366,3.569511623
895,0.2561,93,9,3.617337932,3.076072674,3.387141256,3.69253012
896,0.1928,91,11,3.304147609,3.473679906,2.953061274,3.723017829
897,0.1889,90,12,3.592356307,3.233910555,2.829806944,3.858833696
898,0.1447,87,15,3.850384777,3.113480224,2.729970937,3.51736204
899,0.1913,91,11,3.720015022,3.50146913,2.629895388,3.066199326
900,0.172,91,11,3.729760151,3.516098445,2.401622355,2.881943605
901,0.1672,89,13,3.995880384,3.729155841,2.496593577,2.788202572
902,0.1678,88,14,4.290965427,3.709108984,2.507302567,2.771497715
903,0.1463,93,9,4.365840641,4.156685183,2.509537847,2.773205802
904,0.1455,87,15,4.337449294,3.634918116,2.081189734,2.107318454
905,0.1364,90,12,3.797435822,3.918962337,2.054586349,2.037755225
906,0.1726,92,10,3.854086707,3.646186709,1.934530036,2.63636634
907,0.2778,93,9,3.452632912,4.172492368,1.886999588,2.47228867
908,0.1718,91,11,2.934310684,4.131354901,1.922237852,2.429052044
909,0.1836,88,14,3.644011138,3.742806361,2.141835562,3.044791028
910,0.1113,89,13,3.514143687,3.6568878,1.694245977,3.208140491
911,0.1009,93,9,3.162487857,2.991940338,1.595457493,3.194801303
912,0.1659,93,9,3.235747125,2.922360893,1.591331293,3.15909812
913,0.1423,90,12,3.157227831,2.412043208,1.550477554,3.049826295
914,0.1443,85,17,2.894390824,2.207414736,1.601344685,2.965114374
915,0.2004,79,23,3.21038014,1.740746091,1.533286138,2.990514641
916,0.1759,93,9,3.249285081,1.593081741,2.117981195,2.782044328
917,0.2028,93,9,3.275422681,1.093041822,2.074760475,3.150084043
918,0.171,93,9,3.347666232,1.543313972,2.005432384,3.140739731
919,0.1257,92,10,2.571176315,1.544379449,1.874837408,2.430741574
920,0.2173,90,12,2.952891238,1.911432818,1.855164553,2.224743432
921,0.1557,89,13,3.0219638,2.392359111,1.787389073,2.654483734
922,0.196,92,10,2.61580991,2.487631481,1.705740563,3.137482649
923,0.1561,91,11,2.647280421,2.472713244,2.414363988,3.269497525
924,0.171,81,21,3.145829796,2.952083537,2.37588237,3.33144792
925,0.1865,89,13,2.791654095,3.093619984,2.519894369,3.357991166
926,0.1152,91,11,2.683701369,3.279241465,1.950377215,2.893246035
927,0.1553,89,13,2.551073956,3.289391541,1.946737814,2.523768944
928,0.1223,87,15,2.39923931,2.930738651,1.933404605,2.64091015
929,0.1759,91,11,2.55672495,3.509271958,1.7940661,2.73452938
930,0.1588,93,9,2.618530804,3.374626202,1.835598892,3.32584667
931,0.17,90,12,2.984939195,3.485162111,2.269752077,2.96640637
932,0.1362,85,17,2.966211955,3.581957934,2.774269978,2.593789253
933,0.1356,90,12,2.899710726,3.701140607,2.698512878,3.005536718
934,0.1345,90,12,2.33690565,3.350344017,2.797258628,3.664681544
935,0.1647,89,13,2.975985979,3.379667455,2.799174753,3.583052092
936,0.1735,93,9,2.969451707,3.257588556,2.848691489,3.539250852
937,0.1618,89,13,2.976036566,3.150277923,2.885382953,3.661071983
938,0.1916,90,12,3.02544375,3.080484229,3.039629076,4.168098225
939,0.2386,87,15,2.946367286,2.548980517,3.162274323,4.322759444
940,0.1155,89,13,2.572402888,2.741114805,3.213607977,4.220835757
941,0.111,88,14,2.181499116,2.221623499,2.739360965,4.672027405
942,0.1767,87,15,2.246095599,2.135503747,2.192014343,4.666002718
943,0.1258,91,11,2.634658386,2.456029267,1.557535883,4.483602295
944,0.2359,88,14,2.651661484,2.476996994,1.640813903,3.811239062
945,0.1884,93,9,2.087623409,2.397859426,2.206108329,4.039064171
946,0.2936,92,10,2.124507254,2.379608476,2.248566835,4.311736492
947,0.1923,88,14,2.236442583,2.358370527,2.243279644,4.836643678
948,0.1527,90,12,2.910895635,2.736839009,2.249533099,4.260623342
949,0.1312,92,10,2.829757701,2.741711354,2.304175505,4.260006886
950,0.1603,89,13,2.814570278,2.406682951,2.978815107,3.916485673
951,0.1258,89,13,3.274224591,2.750193274,3.018599077,3.525003171
952,0.1255,93,9,3.222951242,2.873614609,3.180430024,3.931024006
953,0.1567,83,19,2.846379277,2.757963149,3.935469042,4.233132964
954,0.1949,93,9,2.753196398,2.799274008,3.753354988,4.328321814
955,0.2115,91,11,2.734526636,2.921724966,3.010889199,4.115975233
956,0.1556,90,12,2.637370837,2.999169837,2.91047771,3.913884964
957,0.162,92,10,2.981812347,3.099079857,2.871480814,3.279033554
958,0.1355,91,11,2.260707942,2.715084075,2.774528499,3.322168788
959,0.1826,90,12,2.445776056,2.675318252,2.711544306,3.769377169
960,0.13,89,13,2.3966285,3.200291456,1.920988961,3.751224337
961,0.1528,82,20,1.971215185,3.218066861,2.017969952,4.154812951
962,0.2149,86,16,1.914672061,3.101969224,1.844991313,4.107439329
963,0.1759,87,15,1.91557889,2.721860394,1.042940019,3.822450656
964,0.2285,83,19,2.403039805,2.666895077,1.134514697,4.420806992
965,0.2522,91,11,2.234334586,2.905878885,1.126184005,4.387706032
966,0.1548,90,12,2.257368057,2.945152398,1.144090263,4.41660652
967,0.2206,84,18,1.734767472,2.98304361,1.149133683,5.005923288
968,0.1595,91,11,1.751237355,3.013735493,1.268412931,5.008086148
969,0.1714,88,14,1.555484008,3.37218326,1.165509513,4.424992167
970,0.0962,89,13,1.473315003,2.865060177,1.181862464,4.979656451
971,0.1001,93,9,1.32316415,2.537004652,1.222154329,4.499249657
972,0.1668,93,9,1.456337307,2.607390395,1.244349259,4.113839618
973,0.1824,92,10,1.433489475,2.699707954,1.447187233,3.908227093
974,0.1568,93,9,1.044093351,2.71762077,1.504500555,3.356239759
975,0.1348,86,16,1.123096043,2.413933357,2.035197509,3.449420607
976,0.2011,92,10,1.78605619,2.877763964,2.122559531,3.401977063
977,0.1712,91,11,1.899263168,2.819945167,2.20789823,2.775323945
978,0.1376,85,17,1.98633521,3.190654738,2.752225064,2.653641498
979,0.1402,89,13,2.485600611,2.8655761,2.980481294,2.587157446
980,0.385,91,11,2.61812177,2.851994806,3.503086398,2.044339673
981,0.1949,93,9,2.777322644,3.236648611,3.459809636,2.398875956
982,0.1125,92,10,2.671354977,3.094439652,3.457269165,2.80148702
983,0.156,91,11,2.736304316,3.005099697,3.409000419,3.025858869
984,0.223,91,11,2.700597949,2.982347413,3.222887358,3.01343697
985,0.1294,93,9,2.640509098,3.323377215,2.850496569,3.290376572
986,0.2708,92,10,2.050148335,2.894491939,3.260099846,3.274298931
987,0.1052,93,9,2.019929815,2.995396513,3.361603891,3.274675172
988,0.1657,92,10,1.932545212,3.098809916,3.370532402,3.288388204
989,0.1421,90,12,1.432998506,3.207676283,3.275480189,3.300729933
990,0.2372,90,12,1.444215883,3.297876178,2.809621949,3.633080249
991,0.1497,86,16,1.778440797,2.929908757,2.702704873,3.396025021
992,0.1949,90,12,2.258633154,3.560033801,2.761387255,3.246653439
993,0.179,90,12,2.163469604,4.09814387,2.76277387,3.481630123
994,0.1363,88,14,2.272336625,4.070547911,3.058247495,3.401700157
995,0.13,91,11,2.391685605,3.673154828,2.923852237,3.433971923
996,0.1509,88,14,2.466616964,3.998494011,3.127637087,3.524504118
997,0.1202,91,11,2.54913659,4.021567545,2.978989161,3.654837439
998,0.1165,89,13,2.598299055,3.601033613,2.685213274,3.662194145
999,0.1664,91,11,3.270871149,3.818537379,2.64396158,3.751389416
1000,0.1642,92,10,3.251731718,3.802385992,3.15805442,3.475564283
